Datetime,Open,High,Low,Close,Adj Close,Volume
2023-07-03 09:30:00,17.840000,19.059999,17.799999,19.030001,19.030001,16778738
2023-07-03 15:59:00,19.275000,19.290001,19.250000,19.255600,19.255600,240072
