Date,Open,High,Low,Close,Adj Close,Volume,Ticker,prev_Close,prev_Volume,50SMA,200SMA,50SMA_vol,bb_upperband,bb_lowerband,bb_lb_cross,bb_ub_cross,macd_line,macd_hist,macd_signal,macd_trend,macd_trend_reversal,uptrend_days,downtrend_days,roc,roc_buy_signal,roc_sell_signal,rsi,rsi_buy_signal,rsi_sell_signal,volChange,volSurgeInd,is52wkHigh,is52wkLow,50gt200,tradingabv50SMA,gap_pct
8/12/22,120.26,121.68,119.46,121.68,121.68,19096300,GOOGL,118.84,24293700,113.56,129.34,35385286,123.18,106.12,0,0,1.88,0.73,1.15,Uptrend,FALSE,11,0,-2.61,FALSE,FALSE,62.34,FALSE,FALSE,0.54,0,0,0,0,1,2.39
8/11/22,121.28,121.49,118.56,118.84,118.84,24293700,GOOGL,119.7,30930400,113.4,129.42,35899652,122.12,106.18,0,0,1.59,0.62,0.97,Uptrend,FALSE,10,0,-15.73,FALSE,FALSE,57.99,FALSE,FALSE,0.68,0,0,0,0,1,-0.72
8/10/22,118.78,120.92,118.41,119.7,119.7,30930400,GOOGL,116.63,19086500,113.3,129.52,36039324,121.56,105.9,0,0,1.48,0.67,0.81,Uptrend,FALSE,9,0,-18.35,FALSE,FALSE,59.94,FALSE,FALSE,0.86,0,0,0,0,1,2.63
8/9/22,117.14,117.32,115.71,116.63,116.63,19086500,GOOGL,117.3,19138300,113.16,129.61,36416554,120.7,105.93,0,0,1.23,0.59,0.64,Uptrend,FALSE,8,0,-26.66,FALSE,FALSE,54.92,FALSE,FALSE,0.52,0,0,0,0,1,-0.57
8/8/22,118.39,120.15,116.88,117.3,117.3,19138300,GOOGL,117.47,19159500,112.98,129.73,36838948,120.42,105.94,0,0,1.22,0.72,0.5,Uptrend,FALSE,7,0,-29.7,FALSE,FALSE,56.35,FALSE,FALSE,0.52,0,0,0,0,1,-0.14
8/5/22,116.23,118.11,116,117.47,117.47,19159500,GOOGL,118.19,21602900,112.75,129.85,37991358,120.19,106.01,0,0,1.11,0.79,0.32,Uptrend,FALSE,6,0,-32.08,FALSE,FALSE,56.7,FALSE,FALSE,0.5,0,0,0,0,1,-0.61
8/4/22,117.48,118.78,116.89,118.19,118.19,21602900,GOOGL,118.08,28499000,112.52,129.98,38302980,120.56,105.83,0,0,0.94,0.82,0.12,Uptrend,FALSE,5,0,-30.11,FALSE,FALSE,58.11,FALSE,FALSE,0.56,0,0,0,0,1,0.09
8/3/22,115.71,118.62,115.48,118.08,118.08,28499000,GOOGL,115.13,20236000,112.38,130.11,38712240,120.67,105.78,0,0,0.63,0.72,-0.09,Uptrend,FALSE,4,0,-28.27,FALSE,FALSE,57.96,FALSE,FALSE,0.74,0,0,0,0,1,2.56
8/2/22,114,116.35,113.72,115.13,115.13,20236000,GOOGL,114.86,26034300,112.2,130.22,38990400,120.19,105.91,0,0,0.24,0.51,-0.27,Uptrend,FALSE,3,0,-26.35,FALSE,FALSE,53.89,FALSE,FALSE,0.52,0,0,0,0,1,0.24
8/1/22,115.3,116.72,114.34,114.86,114.86,26034300,GOOGL,116.32,37223400,112.11,130.35,39172234,120.03,105.88,0,0,0.05,0.44,-0.39,Uptrend,FALSE,2,0,-23.79,FALSE,FALSE,53.51,FALSE,FALSE,0.66,0,0,0,0,1,-1.26
7/29/22,113.08,116.71,113.06,116.32,116.32,37223400,GOOGL,114.22,32816600,112.05,130.47,38888846,119.9,105.4,0,0,-0.18,0.32,-0.5,Uptrend,TRUE,1,0,-24.83,FALSE,FALSE,55.83,FALSE,FALSE,0.96,0,0,0,0,1,1.84
7/28/22,112.37,114.34,111.46,114.22,114.22,32816600,GOOGL,113.06,59858500,112.05,130.57,38752314,119.5,105.07,0,0,-0.62,-0.03,-0.58,Downtrend,FALSE,0,5,-25.62,FALSE,FALSE,53.11,FALSE,FALSE,0.85,0,0,0,0,1,1.03
7/27/22,109.26,113.91,108.01,113.06,113.06,59858500,GOOGL,105.02,47991000,112.05,130.69,38255904,119.32,104.99,0,0,-0.95,-0.37,-0.57,Downtrend,FALSE,0,4,-33.9,FALSE,FALSE,51.58,FALSE,FALSE,1.56,0,0,0,0,1,7.66
7/26/22,106.6,107.2,104.07,105.02,105.02,47991000,GOOGL,107.51,34690900,112.11,130.82,38372804,119.25,104.95,0,0,-1.24,-0.76,-0.48,Downtrend,FALSE,0,3,-64.56,FALSE,FALSE,38.7,FALSE,FALSE,1.25,0,0,1,0,0,-2.32
7/25/22,108.41,109.87,106.3,107.51,107.51,34690900,GOOGL,107.9,48901200,112.27,130.99,38429666,119.18,106.11,0,0,-0.78,-0.49,-0.29,Downtrend,FALSE,0,2,-51.33,FALSE,FALSE,41.9,FALSE,FALSE,0.9,0,0,0,0,0,-0.36
7/22/22,111,112.34,106.5,107.9,107.9,48901200,GOOGL,114.34,32676200,112.39,131.15,38249642,119.65,106.69,0,0,-0.43,-0.26,-0.17,Downtrend,TRUE,0,1,-49.97,FALSE,FALSE,42.42,FALSE,FALSE,1.28,0,0,0,0,0,-5.63
7/21/22,114.28,114.55,111.11,114.34,114.34,32676200,GOOGL,113.9,35600400,112.52,131.29,38412158,119.42,107.35,0,0,-0.02,0.08,-0.1,Uptrend,TRUE,1,0,-32.78,FALSE,FALSE,52.17,FALSE,FALSE,0.85,0,0,0,0,1,0.39
7/20/22,113.17,115.4,112.48,113.9,113.9,35600400,GOOGL,113.81,36530900,112.49,131.38,38494350,119.32,107.17,0,0,-0.15,-0.03,-0.12,Downtrend,FALSE,0,5,-31.54,FALSE,FALSE,51.47,FALSE,FALSE,0.92,0,0,0,0,1,0.08
7/19/22,110.85,114.02,109.56,113.81,113.81,36530900,GOOGL,109.03,43164600,112.52,131.5,38680532,119.24,107.01,0,0,-0.27,-0.15,-0.12,Downtrend,FALSE,0,4,-28.49,FALSE,FALSE,51.33,FALSE,FALSE,0.94,0,0,0,0,1,4.38
7/18/22,112.64,113.68,108.37,109.03,109.03,43164600,GOOGL,111.78,46770000,112.58,131.59,38815560,119.42,106.16,0,0,-0.41,-0.33,-0.08,Downtrend,FALSE,0,3,-50.6,FALSE,FALSE,43.46,FALSE,FALSE,1.11,0,0,0,0,0,-2.46
7/15/22,112,113.14,110.9,111.78,111.78,46770000,GOOGL,110.37,37004000,112.84,131.72,38379520,119.72,105.56,0,0,-0.09,-0.1,0,Downtrend,FALSE,0,2,-40.54,FALSE,FALSE,47.56,FALSE,FALSE,1.22,0,0,0,0,0,1.28
7/14/22,110.21,111.09,108.37,110.37,110.37,37004000,GOOGL,111.35,43722000,112.95,131.84,38350120,119.73,105.36,0,0,0.03,0,0.03,Downtrend,TRUE,0,1,-45.74,FALSE,FALSE,45.09,FALSE,FALSE,0.96,0,0,0,0,0,-0.89
7/13/22,111.7,114.2,111.2,111.35,111.35,43722000,GOOGL,114.02,29960000,113.08,132,38329200,119.93,104.79,0,0,0.33,0.3,0.03,Uptrend,FALSE,15,0,-46.26,FALSE,FALSE,46.52,FALSE,FALSE,1.14,0,0,0,0,0,-2.34
7/12/22,116.21,116.97,113.69,114.02,114.02,29960000,GOOGL,115.68,31196000,113.13,132.15,38707680,120.11,104.11,0,0,0.61,0.65,-0.04,Uptrend,FALSE,14,0,-43.14,FALSE,FALSE,50.52,FALSE,FALSE,0.77,0,0,0,0,1,-1.43
7/11/22,118,118,115.33,115.68,115.68,31196000,GOOGL,119.35,38238000,113.22,132.29,39920160,119.93,104.01,0,0,0.68,0.89,-0.21,Uptrend,FALSE,13,0,-39.58,FALSE,FALSE,53.16,FALSE,FALSE,0.78,0,0,0,0,1,-3.08
7/8/22,117.25,119.68,116.9,119.35,119.35,38238000,GOOGL,118.78,40936000,113.19,132.41,40616480,119.82,104.03,0,0,0.6,1.03,-0.43,Uptrend,FALSE,12,0,-28.62,FALSE,FALSE,59.57,FALSE,FALSE,0.94,0,0,0,0,1,0.48
7/7/22,115.08,119.19,114.83,118.78,118.78,40936000,GOOGL,114.57,37432000,113.18,132.51,40720320,119.35,104.28,0,0,0.11,0.8,-0.69,Uptrend,FALSE,11,0,-33.7,FALSE,FALSE,58.86,FALSE,FALSE,1.01,0,0,0,0,1,3.68
7/6/22,113.3,115.59,111.48,114.57,114.57,37432000,GOOGL,113.26,39342000,113.27,132.61,41109360,119,104.48,0,0,-0.46,0.43,-0.89,Uptrend,FALSE,10,0,-49.7,FALSE,FALSE,53.18,FALSE,FALSE,0.91,0,0,0,0,1,1.16
7/5/22,107.1,113.38,105.73,113.26,113.26,39342000,GOOGL,108.74,35476000,113.37,132.74,41051440,119.35,104.35,0,0,-0.75,0.25,-0.99,Uptrend,FALSE,9,0,-54.35,FALSE,FALSE,51.24,FALSE,FALSE,0.96,0,0,0,0,0,4.16
7/1/22,107.93,109.25,106.73,108.74,108.74,35476000,GOOGL,108.96,43170000,113.6,132.89,40975840,119.48,104.35,0,0,-0.97,0.08,-1.05,Uptrend,FALSE,8,0,-62.46,FALSE,FALSE,43.75,FALSE,FALSE,0.87,0,0,0,0,0,-0.21
